IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
46.149.193.125,2,2,0.00,131.82,0.00
47.243.44.123,2,2,0.00,132.18,0.00
8.217.138.100,2,2,0.00,132.22,0.00
154.214.168.99,2,2,0.00,132.33,0.00
8.217.185.245,2,2,0.00,132.40,0.00
45.126.180.216,2,2,0.00,132.40,0.00
154.212.95.116,2,2,0.00,132.46,0.00
182.16.5.91,2,2,0.00,132.66,0.00
40.81.26.128,2,2,0.00,132.70,0.00
8.217.115.175,2,2,0.00,132.75,0.00
154.212.95.153,2,2,0.00,132.84,0.00
154.44.24.249,2,2,0.00,133.25,0.00
156.237.202.235,2,2,0.00,133.43,0.00
154.44.24.168,2,2,0.00,133.80,0.00
43.198.214.237,2,2,0.00,133.84,0.00
38.177.190.106,2,2,0.00,133.90,0.00
216.118.226.102,2,2,0.00,133.95,0.00
154.213.13.197,2,2,0.00,134.01,0.00
52.229.155.204,2,2,0.00,134.08,0.00
40.81.25.240,2,2,0.00,134.09,0.00
154.212.95.132,2,2,0.00,134.17,0.00
154.212.227.185,2,2,0.00,134.21,0.00
52.175.25.229,2,2,0.00,134.31,0.00
4.192.75.118,2,2,0.00,134.37,0.00
46.149.193.126,2,2,0.00,134.44,0.00
216.118.226.122,2,2,0.00,134.63,0.00
156.237.202.232,2,2,0.00,134.64,0.00
154.214.79.118,2,2,0.00,134.70,0.00
43.198.211.171,2,2,0.00,134.84,0.00
154.92.50.161,2,2,0.00,135.02,0.00
52.229.160.83,2,2,0.00,135.04,0.00
40.81.26.21,2,2,0.00,135.45,0.00
154.44.24.133,2,2,0.00,135.55,0.00
8.217.120.168,2,2,0.00,135.58,0.00
47.243.39.217,2,2,0.00,135.59,0.00
216.118.226.124,2,2,0.00,135.85,0.00
35.220.189.3,2,2,0.00,136.03,0.00
154.212.215.49,2,2,0.00,136.12,0.00
154.214.142.118,2,2,0.00,136.43,0.00
154.214.113.124,2,2,0.00,136.49,0.00
154.39.118.142,2,2,0.00,136.71,0.00
154.214.139.60,2,2,0.00,136.86,0.00
154.44.24.180,2,2,0.00,136.90,0.00
156.254.169.201,2,2,0.00,136.94,0.00
154.212.75.99,2,2,0.00,136.99,0.00
154.39.65.122,2,2,0.00,137.04,0.00
46.149.193.155,2,2,0.00,137.05,0.00
154.92.5.42,2,2,0.00,137.05,0.00
43.250.184.145,2,2,0.00,137.07,0.00
154.214.106.224,2,2,0.00,137.14,0.00
46.149.193.152,2,2,0.00,137.21,0.00
154.214.134.93,2,2,0.00,137.56,0.00
154.212.219.2,2,2,0.00,137.70,0.00
8.217.194.224,2,2,0.00,137.79,0.00
154.39.119.134,2,2,0.00,137.80,0.00
154.39.113.101,2,2,0.00,137.92,0.00
154.212.99.105,2,2,0.00,137.99,0.00
154.214.139.55,2,2,0.00,138.06,0.00
154.214.108.248,2,2,0.00,138.35,0.00
154.214.141.16,2,2,0.00,138.41,0.00
35.241.118.109,2,2,0.00,138.47,0.00
154.39.70.157,2,2,0.00,138.59,0.00
154.214.128.231,2,2,0.00,138.64,0.00
154.212.71.36,2,2,0.00,138.95,0.00
154.39.70.98,2,2,0.00,139.20,0.00
154.214.128.227,2,2,0.00,139.36,0.00
154.39.127.69,2,2,0.00,139.37,0.00
154.44.24.221,2,2,0.00,139.87,0.00
216.118.226.101,2,2,0.00,139.97,0.00
154.213.26.101,2,2,0.00,139.99,0.00
43.198.213.227,2,2,0.00,140.00,0.00
46.149.193.240,2,2,0.00,140.12,0.00
154.214.122.131,2,2,0.00,140.53,0.00
154.214.134.67,2,2,0.00,140.71,0.00
156.254.169.131,2,2,0.00,140.82,0.00
154.212.222.34,2,2,0.00,140.87,0.00
154.213.26.62,2,2,0.00,140.88,0.00
47.243.70.186,2,2,0.00,140.93,0.00
154.214.143.21,2,2,0.00,140.96,0.00
154.213.26.32,2,2,0.00,141.00,0.00
154.39.115.135,2,2,0.00,141.15,0.00
154.39.119.88,2,2,0.00,141.20,0.00
154.39.117.151,2,2,0.00,141.27,0.00
154.213.28.48,2,2,0.00,141.29,0.00
154.214.75.241,2,2,0.00,141.35,0.00
185.224.169.53,2,2,0.00,141.42,0.00
154.39.112.133,2,2,0.00,141.44,0.00
185.224.168.187,2,2,0.00,141.47,0.00
154.212.71.35,2,2,0.00,141.68,0.00
154.39.116.140,2,2,0.00,141.78,0.00
47.243.68.101,2,2,0.00,141.99,0.00
154.213.26.24,2,2,0.00,142.07,0.00
154.39.115.156,2,2,0.00,142.23,0.00
52.175.25.144,2,2,0.00,142.38,0.00
216.118.226.123,2,2,0.00,142.52,0.00
154.38.93.97,2,2,0.00,142.55,0.00
154.39.106.149,2,2,0.00,142.65,0.00
154.39.70.77,2,2,0.00,142.69,0.00
154.214.122.151,2,2,0.00,142.93,0.00
207.148.38.237,2,2,0.00,143.01,0.00
154.39.117.132,2,2,0.00,143.01,0.00
154.214.114.165,2,2,0.00,143.21,0.00
154.39.68.136,2,2,0.00,143.26,0.00
154.214.134.100,2,2,0.00,143.38,0.00
47.243.64.211,2,2,0.00,143.61,0.00
154.215.0.37,2,2,0.00,143.62,0.00
154.39.117.138,2,2,0.00,143.63,0.00
154.38.87.212,2,2,0.00,143.67,0.00
154.214.113.93,2,2,0.00,143.73,0.00
38.173.7.140,2,2,0.00,143.86,0.00
154.92.70.195,2,2,0.00,143.98,0.00
154.212.71.61,2,2,0.00,144.34,0.00
8.217.217.28,2,2,0.00,144.50,0.00
46.149.193.231,2,2,0.00,144.86,0.00
154.92.67.230,2,2,0.00,144.96,0.00
154.212.222.119,2,2,0.00,145.06,0.00
154.215.0.118,2,2,0.00,145.13,0.00
4.192.74.227,2,2,0.00,145.24,0.00
8.217.202.37,2,2,0.00,145.58,0.00
43.250.184.142,2,2,0.00,145.71,0.00
195.54.171.163,2,2,0.00,145.78,0.00
207.148.38.146,2,2,0.00,146.02,0.00
154.92.62.130,2,2,0.00,146.19,0.00
4.192.72.82,2,2,0.00,146.62,0.00
154.214.128.224,2,2,0.00,146.74,0.00
207.148.38.209,2,2,0.00,146.79,0.00
154.212.66.252,2,2,0.00,146.87,0.00
8.217.21.193,2,2,0.00,146.90,0.00
216.118.226.125,2,2,0.00,147.10,0.00
46.149.193.232,2,2,0.00,147.24,0.00
154.92.64.90,2,2,0.00,147.36,0.00
154.38.82.103,2,2,0.00,147.53,0.00
207.148.38.216,2,2,0.00,147.60,0.00
8.217.20.102,2,2,0.00,147.70,0.00
154.38.121.29,2,2,0.00,148.08,0.00
216.118.226.126,2,2,0.00,148.78,0.00
8.217.215.251,2,2,0.00,149.01,0.00
35.241.120.195,2,2,0.00,149.08,0.00
35.241.66.207,2,2,0.00,149.17,0.00
40.81.26.241,2,2,0.00,149.20,0.00
45.207.139.35,2,2,0.00,149.33,0.00
207.148.38.23,2,2,0.00,149.37,0.00
47.243.61.230,2,2,0.00,149.98,0.00
154.92.70.197,2,2,0.00,150.14,0.00
156.254.163.118,2,2,0.00,150.69,0.00
40.81.28.181,2,2,0.00,150.97,0.00
207.148.37.123,2,2,0.00,151.07,0.00
43.250.184.138,2,2,0.00,151.07,0.00
40.81.27.24,2,2,0.00,151.21,0.00
8.217.104.79,2,2,0.00,151.40,0.00
47.243.199.45,2,2,0.00,152.20,0.00
47.243.57.214,2,2,0.00,152.23,0.00
52.175.21.76,2,2,0.00,152.27,0.00
35.241.70.85,2,2,0.00,152.34,0.00
156.224.23.68,2,2,0.00,152.37,0.00
8.217.206.24,2,2,0.00,152.54,0.00
154.92.70.198,2,2,0.00,152.59,0.00
154.38.121.31,2,2,0.00,152.96,0.00
154.212.238.172,2,2,0.00,153.12,0.00
47.243.24.137,2,2,0.00,153.35,0.00
207.148.36.92,2,2,0.00,153.60,0.00
46.149.193.254,2,2,0.00,153.98,0.00
165.154.96.59,2,2,0.00,154.28,0.00
47.243.74.220,2,2,0.00,154.44,0.00
46.149.193.92,2,2,0.00,154.53,0.00
45.125.15.33,2,2,0.00,154.78,0.00
156.224.23.60,2,2,0.00,154.89,0.00
52.175.19.227,2,2,0.00,154.96,0.00
154.38.118.39,2,2,0.00,155.01,0.00
46.149.193.233,2,2,0.00,155.12,0.00
154.38.121.30,2,2,0.00,155.38,0.00
154.38.121.49,2,2,0.00,155.40,0.00
40.83.118.167,2,2,0.00,155.46,0.00
46.149.193.241,2,2,0.00,155.48,0.00
154.38.121.35,2,2,0.00,155.55,0.00
207.148.36.93,2,2,0.00,155.73,0.00
165.154.96.54,2,2,0.00,155.94,0.00
40.81.28.97,2,2,0.00,156.22,0.00
40.83.103.141,2,2,0.00,156.36,0.00
165.154.96.56,2,2,0.00,156.45,0.00
52.175.20.168,2,2,0.00,156.54,0.00
154.38.121.34,2,2,0.00,156.64,0.00
154.38.121.33,2,2,0.00,156.79,0.00
47.243.90.180,2,2,0.00,156.80,0.00
165.154.96.58,2,2,0.00,157.13,0.00
156.254.161.110,2,2,0.00,157.30,0.00
182.16.5.131,2,2,0.00,157.44,0.00
46.149.193.98,2,2,0.00,157.47,0.00
46.149.193.85,2,2,0.00,158.25,0.00
47.243.194.192,2,2,0.00,158.43,0.00
46.149.194.115,2,2,0.00,158.76,0.00
20.187.191.169,2,2,0.00,158.79,0.00
46.149.193.54,2,2,0.00,159.39,0.00
46.149.193.88,2,2,0.00,159.53,0.00
154.38.121.32,2,2,0.00,159.54,0.00
154.92.51.5,2,2,0.00,160.17,0.00
20.187.145.53,2,2,0.00,160.72,0.00
45.125.15.216,2,2,0.00,160.77,0.00
47.243.253.75,2,2,0.00,161.21,0.00
40.83.113.58,2,2,0.00,161.39,0.00
20.187.176.250,2,2,0.00,161.42,0.00
8.212.9.136,2,2,0.00,161.80,0.00
156.254.147.76,2,2,0.00,161.85,0.00
46.149.194.114,2,2,0.00,162.03,0.00
46.149.194.113,2,2,0.00,162.32,0.00
43.252.160.221,2,2,0.00,162.37,0.00
8.212.9.39,2,2,0.00,162.56,0.00
154.38.118.22,2,2,0.00,162.61,0.00
47.243.97.175,2,2,0.00,162.94,0.00
8.210.104.233,2,2,0.00,163.13,0.00
47.243.246.150,2,2,0.00,163.19,0.00
46.149.194.235,2,2,0.00,163.95,0.00
20.187.151.161,2,2,0.00,164.11,0.00
216.118.226.34,2,2,0.00,164.25,0.00
8.212.9.211,2,2,0.00,164.26,0.00
45.125.15.217,2,2,0.00,164.50,0.00
43.252.160.196,2,2,0.00,164.75,0.00
46.149.193.99,2,2,0.00,164.76,0.00
47.244.12.77,2,2,0.00,164.77,0.00
46.149.193.93,2,2,0.00,164.94,0.00
46.149.194.174,2,2,0.00,164.99,0.00
40.81.31.231,2,2,0.00,165.05,0.00
47.243.251.5,2,2,0.00,165.21,0.00
47.243.94.157,2,2,0.00,165.25,0.00
20.187.148.97,2,2,0.00,165.26,0.00
20.187.184.75,2,2,0.00,165.28,0.00
20.187.250.101,2,2,0.00,165.35,0.00
216.118.226.37,2,2,0.00,165.56,0.00
165.154.96.6,2,2,0.00,166.35,0.00
35.241.83.14,2,2,0.00,166.75,0.00
47.244.160.133,2,2,0.00,166.85,0.00
165.154.96.60,2,2,0.00,167.09,0.00
47.244.147.216,2,2,0.00,167.12,0.00
20.187.254.8,2,2,0.00,167.26,0.00
46.149.193.97,2,2,0.00,167.30,0.00
46.149.194.24,2,2,0.00,167.37,0.00
20.187.174.25,2,2,0.00,167.44,0.00
43.198.144.100,2,2,0.00,167.87,0.00
43.252.160.197,2,2,0.00,167.94,0.00
20.187.147.100,2,2,0.00,168.39,0.00
43.252.160.28,2,2,0.00,168.78,0.00
47.244.139.70,2,2,0.00,168.83,0.00
20.187.112.207,2,2,0.00,168.92,0.00
20.187.89.84,2,2,0.00,168.95,0.00
52.175.12.34,2,2,0.00,169.13,0.00
47.52.128.41,2,2,0.00,169.16,0.00
185.224.170.86,2,2,0.00,169.26,0.00
20.187.181.175,2,2,0.00,169.35,0.00
47.52.129.9,2,2,0.00,169.39,0.00
47.244.160.132,2,2,0.00,169.44,0.00
47.243.77.87,2,2,0.00,169.60,0.00
154.37.217.92,2,2,0.00,169.78,0.00
47.243.79.84,2,2,0.00,170.00,0.00
45.156.221.4,2,2,0.00,170.05,0.00
47.243.71.238,2,2,0.00,170.12,0.00
20.187.71.50,2,2,0.00,170.64,0.00
20.187.73.114,2,2,0.00,170.67,0.00
43.252.160.198,2,2,0.00,171.41,0.00
165.154.96.63,2,2,0.00,171.41,0.00
35.220.220.149,2,2,0.00,171.51,0.00
154.37.221.18,2,2,0.00,171.69,0.00
154.37.220.152,2,2,0.00,172.15,0.00
43.198.204.219,2,2,0.00,172.26,0.00
20.187.145.4,2,2,0.00,172.30,0.00
154.37.221.162,2,2,0.00,172.38,0.00
154.37.217.68,2,2,0.00,172.56,0.00
20.187.191.219,2,2,0.00,172.69,0.00
35.241.126.17,2,2,0.00,172.71,0.00
20.187.70.212,2,2,0.00,172.83,0.00
156.251.57.249,2,2,0.00,172.95,0.00
154.212.186.10,2,2,0.00,173.28,0.00
154.38.113.178,2,2,0.00,173.32,0.00
45.156.221.123,2,2,0.00,173.40,0.00
154.37.217.230,2,2,0.00,173.68,0.00
154.37.217.49,2,2,0.00,173.92,0.00
43.198.152.184,2,2,0.00,173.93,0.00
20.187.166.234,2,2,0.00,173.93,0.00
156.251.57.178,2,2,0.00,174.02,0.00
154.212.189.38,2,2,0.00,174.14,0.00
47.244.90.157,2,2,0.00,174.72,0.00
182.16.46.82,2,2,0.00,174.82,0.00
47.52.142.120,2,2,0.00,175.03,0.00
69.160.173.242,2,2,0.00,175.07,0.00
154.92.70.202,2,2,0.00,175.20,0.00
43.198.199.208,2,2,0.00,175.34,0.00
47.243.98.48,2,2,0.00,175.45,0.00
43.198.193.28,2,2,0.00,175.46,0.00
43.252.160.62,2,2,0.00,175.99,0.00
20.187.164.215,2,2,0.00,176.24,0.00
207.148.35.208,2,2,0.00,176.40,0.00
20.187.151.182,2,2,0.00,176.50,0.00
20.187.86.34,2,2,0.00,176.66,0.00
20.187.115.150,2,2,0.00,176.67,0.00
207.148.36.135,2,2,0.00,176.92,0.00
43.198.191.0,2,2,0.00,176.94,0.00
20.189.115.165,2,2,0.00,176.95,0.00
154.37.217.88,2,2,0.00,177.01,0.00
154.37.217.203,2,2,0.00,177.60,0.00
43.252.160.61,2,2,0.00,177.91,0.00
69.160.173.68,2,2,0.00,178.20,0.00
154.37.217.186,2,2,0.00,178.51,0.00
69.160.174.138,2,2,0.00,178.61,0.00
47.52.114.90,2,2,0.00,178.69,0.00
43.252.161.168,2,2,0.00,178.80,0.00
47.52.122.115,2,2,0.00,179.23,0.00
43.198.155.149,2,2,0.00,179.33,0.00
43.198.156.118,2,2,0.00,179.47,0.00
69.160.173.67,2,2,0.00,180.07,0.00
20.187.252.3,2,2,0.00,180.08,0.00
154.212.183.216,2,2,0.00,180.21,0.00
69.160.173.182,2,2,0.00,180.25,0.00
45.125.15.169,2,2,0.00,180.27,0.00
216.118.226.99,2,2,0.00,180.30,0.00
207.148.35.77,2,2,0.00,180.36,0.00
207.148.35.111,2,2,0.00,180.52,0.00
45.156.221.125,2,2,0.00,180.82,0.00
154.212.189.199,2,2,0.00,181.05,0.00
69.160.175.72,2,2,0.00,181.18,0.00
69.160.175.217,2,2,0.00,181.33,0.00
43.252.160.84,2,2,0.00,181.44,0.00
45.156.221.13,2,2,0.00,181.84,0.00
20.187.100.195,2,2,0.00,182.01,0.00
207.148.35.247,2,2,0.00,182.22,0.00
154.212.199.69,2,2,0.00,182.44,0.00
43.252.160.63,2,2,0.00,182.52,0.00
69.160.175.211,2,2,0.00,182.55,0.00
207.148.35.159,2,2,0.00,182.57,0.00
154.212.183.201,2,2,0.00,182.75,0.00
207.148.34.167,2,2,0.00,182.94,0.00
43.252.161.159,2,2,0.00,183.01,0.00
154.212.182.135,2,2,0.00,183.05,0.00
207.148.34.139,2,2,0.00,183.17,0.00
69.160.175.99,2,2,0.00,183.46,0.00
207.148.35.112,2,2,0.00,183.65,0.00
20.189.122.26,2,2,0.00,183.90,0.00
45.156.221.22,2,2,0.00,183.99,0.00
43.252.161.167,2,2,0.00,184.12,0.00
45.156.221.20,2,2,0.00,184.14,0.00
47.244.179.251,2,2,0.00,184.36,0.00
45.156.221.26,2,2,0.00,184.64,0.00
69.160.175.156,2,2,0.00,185.13,0.00
154.212.189.218,2,2,0.00,185.26,0.00
69.160.175.57,2,2,0.00,185.50,0.00
43.252.161.169,2,2,0.00,185.54,0.00
207.148.35.215,2,2,0.00,185.55,0.00
8.210.125.123,2,2,0.00,185.65,0.00
69.160.175.236,2,2,0.00,185.74,0.00
207.148.34.180,2,2,0.00,186.07,0.00
8.210.124.236,2,2,0.00,186.08,0.00
154.212.182.147,2,2,0.00,186.09,0.00
156.254.114.111,2,2,0.00,186.31,0.00
207.148.35.79,2,2,0.00,186.38,0.00
52.128.230.50,2,2,0.00,186.46,0.00
207.148.34.145,2,2,0.00,186.77,0.00
69.160.175.218,2,2,0.00,187.22,0.00
69.160.175.173,2,2,0.00,187.33,0.00
39.109.96.22,2,2,0.00,187.41,0.00
154.212.192.141,2,2,0.00,187.41,0.00
45.156.221.122,2,2,0.00,187.58,0.00
45.156.221.21,2,2,0.00,187.72,0.00
47.244.20.243,2,2,0.00,187.80,0.00
69.160.175.216,2,2,0.00,187.86,0.00
207.148.33.89,2,2,0.00,187.96,0.00
35.220.223.241,2,2,0.00,187.97,0.00
45.156.221.11,2,2,0.00,188.12,0.00
69.160.175.165,2,2,0.00,188.14,0.00
154.212.180.29,2,2,0.00,188.15,0.00
156.251.51.94,2,2,0.00,188.18,0.00
47.52.219.113,2,2,0.00,188.22,0.00
45.156.221.3,2,2,0.00,188.36,0.00
154.212.186.24,2,2,0.00,188.39,0.00
207.148.35.125,2,2,0.00,188.40,0.00
69.160.174.139,2,2,0.00,188.66,0.00
47.244.49.108,2,2,0.00,188.77,0.00
45.156.221.24,2,2,0.00,188.77,0.00
69.160.175.145,2,2,0.00,189.23,0.00
43.198.190.137,2,2,0.00,189.33,0.00
207.148.33.90,2,2,0.00,189.40,0.00
8.212.59.35,2,2,0.00,189.79,0.00
69.160.175.120,2,2,0.00,189.92,0.00
207.148.33.241,2,2,0.00,190.24,0.00
45.156.221.124,2,2,0.00,190.56,0.00
45.125.15.103,2,2,0.00,190.63,0.00
154.212.199.92,2,2,0.00,190.68,0.00
45.156.221.5,2,2,0.00,190.78,0.00
45.156.221.29,2,2,0.00,191.11,0.00
47.52.193.109,2,2,0.00,191.16,0.00
47.52.23.130,2,2,0.00,191.47,0.00
45.156.221.12,2,2,0.00,191.54,0.00
35.220.215.237,2,2,0.00,191.65,0.00
69.160.174.178,2,2,0.00,191.97,0.00
216.118.228.130,2,2,0.00,192.18,0.00
43.198.17.159,2,2,0.00,192.26,0.00
154.212.176.141,2,2,0.00,192.29,0.00
154.92.70.209,2,2,0.00,192.35,0.00
69.160.174.17,2,2,0.00,192.64,0.00
69.160.174.221,2,2,0.00,192.69,0.00
43.198.185.181,2,2,0.00,192.85,0.00
154.92.70.206,2,2,0.00,193.36,0.00
216.118.228.131,2,2,0.00,193.43,0.00
8.217.242.60,2,2,0.00,193.49,0.00
8.210.114.158,2,2,0.00,193.49,0.00
69.160.174.240,2,2,0.00,193.65,0.00
154.92.70.205,2,2,0.00,193.66,0.00
69.160.175.139,2,2,0.00,194.20,0.00
43.198.188.19,2,2,0.00,194.52,0.00
156.251.51.231,2,2,0.00,194.62,0.00
154.37.217.169,2,2,0.00,194.71,0.00
35.241.78.251,2,2,0.00,195.14,0.00
207.148.33.223,2,2,0.00,195.21,0.00
154.212.150.167,2,2,0.00,195.22,0.00
8.210.136.19,2,2,0.00,195.40,0.00
47.57.14.169,2,2,0.00,195.46,0.00
47.57.1.207,2,2,0.00,195.46,0.00
52.128.230.18,2,2,0.00,195.51,0.00
156.251.51.210,2,2,0.00,195.67,0.00
182.16.45.36,2,2,0.00,195.70,0.00
45.156.221.25,2,2,0.00,195.71,0.00
69.160.175.78,2,2,0.00,196.07,0.00
69.160.174.177,2,2,0.00,196.12,0.00
20.187.86.10,2,2,0.00,196.18,0.00
69.160.174.90,2,2,0.00,196.19,0.00
154.92.70.207,2,2,0.00,197.30,0.00
47.56.114.228,2,2,0.00,197.35,0.00
20.189.124.193,2,2,0.00,197.52,0.00
47.57.138.255,2,2,0.00,197.56,0.00
8.217.24.87,2,2,0.00,197.94,0.00
207.148.33.139,2,2,0.00,198.06,0.00
47.57.1.154,2,2,0.00,198.25,0.00
154.37.217.148,2,2,0.00,198.40,0.00
69.165.65.176,2,2,0.00,198.58,0.00
216.118.228.132,2,2,0.00,198.61,0.00
165.154.96.64,2,2,0.00,198.86,0.00
154.212.171.53,2,2,0.00,198.93,0.00
47.57.11.215,2,2,0.00,199.04,0.00
156.251.51.160,2,2,0.00,199.90,0.00
165.154.96.68,2,2,0.00,199.96,0.00
47.52.32.49,2,2,0.00,200.03,0.00
47.52.7.139,2,2,0.00,200.43,0.00
47.52.32.119,2,2,0.00,200.53,0.00
46.149.195.204,2,2,0.00,200.67,0.00
47.52.51.216,2,2,0.00,200.89,0.00
35.215.191.239,2,2,0.00,200.95,0.00
47.52.70.152,2,2,0.00,201.10,0.00
35.220.129.16,2,2,0.00,201.36,0.00
38.54.23.195,2,2,0.00,201.72,0.00
8.217.247.117,2,2,0.00,202.09,0.00
47.56.138.211,2,2,0.00,202.11,0.00
47.52.253.190,2,2,0.00,202.34,0.00
154.92.70.211,2,2,0.00,202.40,0.00
156.237.202.236,2,2,0.00,202.42,0.00
154.31.248.2,2,2,0.00,202.45,0.00
154.31.239.23,2,2,0.00,202.57,0.00
154.37.217.140,2,2,0.00,202.86,0.00
8.217.28.51,2,2,0.00,202.93,0.00
156.225.92.43,2,2,0.00,203.62,0.00
47.56.236.82,2,2,0.00,203.78,0.00
207.148.33.138,2,2,0.00,204.06,0.00
46.149.195.133,2,2,0.00,204.22,0.00
46.149.195.95,2,2,0.00,204.50,0.00
20.189.120.142,2,2,0.00,204.67,0.00
156.251.50.87,2,2,0.00,204.79,0.00
20.189.123.117,2,2,0.00,204.83,0.00
154.31.248.14,2,2,0.00,204.88,0.00
46.149.195.250,2,2,0.00,205.03,0.00
154.31.237.13,2,2,0.00,205.25,0.00
35.215.190.44,2,2,0.00,205.28,0.00
35.220.168.46,2,2,0.00,205.35,0.00
182.16.45.35,2,2,0.00,205.36,0.00
154.31.229.115,2,2,0.00,205.66,0.00
156.225.88.156,2,2,0.00,205.77,0.00
165.154.96.66,2,2,0.00,206.22,0.00
47.56.164.57,2,2,0.00,206.24,0.00
154.31.228.2,2,2,0.00,206.39,0.00
156.225.88.167,2,2,0.00,206.54,0.00
52.139.152.186,2,2,0.00,206.85,0.00
47.57.140.36,2,2,0.00,206.90,0.00
154.31.230.2,2,2,0.00,207.26,0.00
154.37.217.13,2,2,0.00,207.60,0.00
154.37.217.128,2,2,0.00,207.64,0.00
154.37.217.105,2,2,0.00,207.71,0.00
8.217.30.164,2,2,0.00,207.81,0.00
154.31.244.218,2,2,0.00,208.18,0.00
35.220.166.188,2,2,0.00,208.67,0.00
8.210.137.132,2,2,0.00,208.93,0.00
154.31.227.134,2,2,0.00,209.36,0.00
154.37.217.101,2,2,0.00,209.37,0.00
47.57.15.6,2,2,0.00,209.39,0.00
207.148.32.72,2,2,0.00,209.44,0.00
154.31.243.237,2,2,0.00,209.46,0.00
8.212.44.87,2,2,0.00,209.56,0.00
154.31.227.207,2,2,0.00,209.80,0.00
154.31.227.219,2,2,0.00,209.83,0.00
154.31.227.158,2,2,0.00,209.84,0.00
154.31.241.74,2,2,0.00,210.27,0.00
182.16.45.202,2,2,0.00,210.50,0.00
47.243.13.41,2,2,0.00,210.80,0.00
154.31.227.109,2,2,0.00,210.93,0.00
35.220.161.48,2,2,0.00,210.97,0.00
154.31.244.231,2,2,0.00,211.13,0.00
47.57.15.162,2,2,0.00,211.21,0.00
156.251.50.78,2,2,0.00,211.48,0.00
8.210.165.223,2,2,0.00,211.67,0.00
206.237.8.178,2,2,0.00,211.84,0.00
47.57.143.22,2,2,0.00,211.91,0.00
45.122.132.45,2,2,0.00,212.03,0.00
154.31.227.107,2,2,0.00,212.61,0.00
35.241.91.37,2,2,0.00,212.70,0.00
20.189.73.37,2,2,0.00,212.72,0.00
8.212.3.38,2,2,0.00,212.77,0.00
154.31.227.198,2,2,0.00,213.21,0.00
8.212.3.142,2,2,0.00,213.31,0.00
154.31.227.230,2,2,0.00,213.35,0.00
45.125.12.107,2,2,0.00,213.37,0.00
20.189.73.193,2,2,0.00,213.41,0.00
156.225.87.133,2,2,0.00,213.47,0.00
8.210.167.48,2,2,0.00,213.55,0.00
156.227.41.80,2,2,0.00,214.18,0.00
154.31.227.231,2,2,0.00,214.36,0.00
35.220.163.244,2,2,0.00,214.68,0.00
20.189.96.142,2,2,0.00,214.89,0.00
20.189.96.115,2,2,0.00,215.14,0.00
45.157.71.11,2,2,0.00,215.79,0.00
8.212.4.229,2,2,0.00,216.10,0.00
45.125.12.155,2,2,0.00,216.13,0.00
20.189.75.192,2,2,0.00,216.39,0.00
20.189.78.85,2,2,0.00,216.41,0.00
154.31.227.106,2,2,0.00,216.59,0.00
156.251.50.71,2,2,0.00,216.64,0.00
46.149.196.112,2,2,0.00,216.65,0.00
154.31.227.157,2,2,0.00,216.92,0.00
47.243.131.152,2,2,0.00,217.19,0.00
206.237.30.153,2,2,0.00,217.39,0.00
156.225.90.152,2,2,0.00,217.57,0.00
46.149.196.132,2,2,0.00,217.63,0.00
20.189.92.69,2,2,0.00,218.41,0.00
156.227.48.196,2,2,0.00,218.43,0.00
206.237.30.34,2,2,0.00,218.61,0.00
45.122.132.162,2,2,0.00,218.95,0.00
8.212.21.211,2,2,0.00,219.00,0.00
47.57.190.82,2,2,0.00,219.04,0.00
8.212.4.104,2,2,0.00,219.06,0.00
156.227.51.238,2,2,0.00,219.30,0.00
182.16.43.27,2,2,0.00,219.34,0.00
35.220.134.107,2,2,0.00,220.08,0.00
156.225.81.131,2,2,0.00,220.13,0.00
35.220.161.29,2,2,0.00,220.30,0.00
47.243.112.171,2,2,0.00,220.76,0.00
154.31.222.56,2,2,0.00,220.86,0.00
46.149.196.126,2,2,0.00,220.98,0.00
216.118.228.133,2,2,0.00,221.25,0.00
213.176.100.92,2,2,0.00,221.46,0.00
46.149.196.125,2,2,0.00,221.72,0.00
154.31.221.46,2,2,0.00,221.72,0.00
156.225.92.23,2,2,0.00,221.84,0.00
8.210.9.126,2,2,0.00,221.96,0.00
154.31.221.61,2,2,0.00,222.42,0.00
47.243.112.213,2,2,0.00,222.51,0.00
8.212.121.36,2,2,0.00,222.74,0.00
8.210.153.216,2,2,0.00,223.07,0.00
8.217.48.7,2,2,0.00,223.25,0.00
8.210.163.210,2,2,0.00,223.28,0.00
46.149.196.124,2,2,0.00,223.47,0.00
8.210.149.223,2,2,0.00,223.49,0.00
8.210.149.76,2,2,0.00,223.52,0.00
20.189.96.170,2,2,0.00,223.56,0.00
35.220.241.246,2,2,0.00,223.65,0.00
165.154.96.69,2,2,0.00,223.90,0.00
8.217.44.129,2,2,0.00,224.07,0.00
8.217.48.100,2,2,0.00,224.09,0.00
46.149.196.131,2,2,0.00,224.31,0.00
20.189.73.187,2,2,0.00,224.63,0.00
8.210.163.104,2,2,0.00,224.87,0.00
46.149.196.154,2,2,0.00,225.12,0.00
35.241.74.29,2,2,0.00,225.46,0.00
46.149.196.133,2,2,0.00,226.15,0.00
8.217.42.160,2,2,0.00,226.47,0.00
206.237.29.169,2,2,0.00,227.32,0.00
35.241.65.41,2,2,0.00,227.32,0.00
47.57.191.92,2,2,0.00,227.55,0.00
47.57.191.61,2,2,0.00,227.58,0.00
